,Unnamed: 0,Year,Make,Model,Price_x,Mileage,Location,TO_distance,Location_Region,loc,point,latitude,longitude,altitude,Location_Dist,Price_y
1409,1426,2017,Subaru,Outback,24985.0,83564.0,Thornhill,17,"Thornhill, Ontario","Thornhill, Vaughan, York Region, Golden Horseshoe, Ontario, L4J 4E5, Canada","(43.8161477, -79.4245925, 0.0)",43.8161477,-79.4245925,0.0,"Thornhill, 17",44930.72727272727
1411,1428,2015,Mazda,Mazda3,13490.0,62628.0,Mono,67,"Mono, Ontario","Mono, Dufferin County, Central Ontario, Ontario, Canada","(43.9462199, -80.1042319, 0.0)",43.946219899999996,-80.1042319,0.0,"Mono, 67",29048.68
1413,1430,2015,Mitsubishi,Outlander,10988.0,109000.0,North York,10,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 10",42238.37160120846
1415,1432,2017,Kia,Sorento,26885.0,80401.0,Toronto,14,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 14",32234.972459639128
1416,1433,2018,Porsche,Cayenne,64900.0,13832.0,Toronto,13,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 13",32234.972459639128
1417,1434,2020,Volkswagen,Tiguan,44300.0,9800.0,Mississauga,21,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 21",29603.69920318725
1419,1436,2018,Mazda,Mazda3,16995.0,49760.0,Toronto,14,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 14",32234.972459639128
1420,1437,2019,Hyundai,Tucson,22210.0,44707.0,Etobicoke,13,"Etobicoke, Ontario","Etobicoke, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 0B1, Canada","(43.6435559, -79.5656326, 0.0)",43.6435559,-79.56563259999999,0.0,"Etobicoke, 13",30464.85496183206
1421,1438,2016,Volkswagen,Beetle,20888.0,89925.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1422,1439,2017,Ford,Escape,19977.0,119801.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1423,1440,2017,Ford,Escape,19888.0,75686.0,Thornhill,17,"Thornhill, Ontario","Thornhill, Vaughan, York Region, Golden Horseshoe, Ontario, L4J 4E5, Canada","(43.8161477, -79.4245925, 0.0)",43.8161477,-79.4245925,0.0,"Thornhill, 17",44930.72727272727
1424,1441,2018,Kia,Sportage,19588.0,55106.0,Milton,43,"Milton, Ontario","Milton, Halton Region, Golden Horseshoe, Ontario, Canada","(43.513671, -79.882817, 0.0)",43.513671,-79.882817,0.0,"Milton, 43",25693.14893617021
1426,1443,2019,Ram,1500,35995.0,22.0,Scarborough,14,"Scarborough, Ontario","Scarborough, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1P 4N7, Canada","(43.773077, -79.257774, 0.0)",43.773077,-79.257774,0.0,"Scarborough, 14",23342.97272727273
1427,1445,2019,Mercedes-Benz,GLC,61900.0,23334.0,Burlington,53,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 53",34201.60144927536
1428,1446,2019,Nissan,Armada,59998.0,5269.0,Toronto,9,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 9",32234.972459639128
1432,1450,2015,Mercedes-Benz,GLA-Class,22888.0,51208.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1433,1451,2017,Hyundai,Sonata,19995.0,57609.0,Etobicoke,18,"Etobicoke, Ontario","Etobicoke, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 0B1, Canada","(43.6435559, -79.5656326, 0.0)",43.6435559,-79.56563259999999,0.0,"Etobicoke, 18",30464.85496183206
1434,1452,2016,Nissan,Rogue,13994.0,94075.0,Vaughan,24,"Vaughan, Ontario","Vaughan, York Region, Golden Horseshoe, Ontario, Canada","(43.7941544, -79.5268023, 0.0)",43.7941544,-79.52680229999999,0.0,"Vaughan, 24",35577.231292517004
1437,1455,2019,Mazda,CX-9,34288.0,23380.0,Mississauga,21,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 21",29603.69920318725
1438,1456,2018,BMW,4,37998.0,13770.0,Thornhill,17,"Thornhill, Ontario","Thornhill, Vaughan, York Region, Golden Horseshoe, Ontario, L4J 4E5, Canada","(43.8161477, -79.4245925, 0.0)",43.8161477,-79.4245925,0.0,"Thornhill, 17",44930.72727272727
1441,1459,2020,Jeep,Grand,53995.0,13401.0,Mississauga,20,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 20",29603.69920318725
1443,1461,2017,Ram,2500,53950.0,91396.0,Grimsby,52,"Grimsby, Ontario","Grimsby, Niagara Region, Golden Horseshoe, Ontario, Canada","(43.1932094, -79.5606922, 0.0)",43.1932094,-79.5606922,0.0,"Grimsby, 52",28847.45
1444,1462,2019,Nissan,LEAF,41900.0,8263.0,Burlington,45,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 45",34201.60144927536
1445,1463,2019,Ford,Edge,37498.0,5883.0,Grimsby,53,"Grimsby, Ontario","Grimsby, Niagara Region, Golden Horseshoe, Ontario, Canada","(43.1932094, -79.5606922, 0.0)",43.1932094,-79.5606922,0.0,"Grimsby, 53",28847.45
1446,1464,2018,Mazda,CX-3,17800.0,57580.0,Etobicoke,12,"Etobicoke, Ontario","Etobicoke, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 0B1, Canada","(43.6435559, -79.5656326, 0.0)",43.6435559,-79.56563259999999,0.0,"Etobicoke, 12",30464.85496183206
1447,1465,2019,Kia,Soul,16999.0,67660.0,Stoney Creek,56,"Stoney Creek, Ontario","Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8G 3P1, Canada","(43.2167722, -79.7567508, 0.0)",43.2167722,-79.75675079999999,0.0,"Stoney Creek, 56",24200.35135135135
1448,1466,2012,Dodge,Grand,10998.0,99155.0,North York,17,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 17",42238.37160120846
1449,1467,2012,Dodge,Journey,7888.0,173302.0,Oshawa,49,"Oshawa, Ontario","Oshawa, Durham Region, Golden Horseshoe, Ontario, Canada","(43.91768, -78.862953, 0.0)",43.91768,-78.862953,0.0,"Oshawa, 49",21395.27027027027
1450,1468,2018,Nissan,LEAF,30900.0,26295.0,Burlington,45,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 45",34201.60144927536
1451,1469,2018,Nissan,LEAF,30900.0,26295.0,Burlington,45,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 45",34201.60144927536
1452,1470,2017,Audi,Q5,28399.0,69275.0,Markham,24,"Markham, Ontario","Markham, York Region, Golden Horseshoe, Ontario, Canada","(43.854336, -79.326782, 0.0)",43.854335999999996,-79.326782,0.0,"Markham, 24",33321.608695652176
1453,1471,2019,Land,Rover,45036.0,14000.0,Toronto,2,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 2",32234.972459639128
1455,1473,2019,Jeep,Compass,27995.0,30481.0,Milton,43,"Milton, Ontario","Milton, Halton Region, Golden Horseshoe, Ontario, Canada","(43.513671, -79.882817, 0.0)",43.513671,-79.882817,0.0,"Milton, 43",25693.14893617021
1456,1474,2019,Hyundai,Tucson,23995.0,24443.0,Etobicoke,18,"Etobicoke, Ontario","Etobicoke, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 0B1, Canada","(43.6435559, -79.5656326, 0.0)",43.6435559,-79.56563259999999,0.0,"Etobicoke, 18",30464.85496183206
1457,1475,2016,Nissan,Maxima,16950.0,139000.0,Toronto,16,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 16",32234.972459639128
1458,1476,2013,Toyota,Highlander,16275.0,175484.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1459,1477,2014,Mercedes-Benz,C-Class,15300.0,102600.0,Mississauga,29,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 29",29603.69920318725
1460,1478,2017,Chevrolet,Equinox,12995.0,131773.0,Mississauga,23,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 23",29603.69920318725
1462,1480,2019,Jeep,Grand,37998.0,27770.0,Oakville,34,"Oakville, Ontario","Oakville, Halton Region, Golden Horseshoe, Ontario, Canada","(43.447436, -79.666672, 0.0)",43.447435999999996,-79.66667199999999,0.0,"Oakville, 34",37314.167272727274
1464,1482,2018,Ford,Fusion,21999.0,36785.0,Toronto,18,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 18",32234.972459639128
1465,1483,2017,Audi,Q7,37395.0,75440.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1466,1484,2020,Ram,1500,62950.0,10728.0,Burlington,48,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 48",34201.60144927536
1468,1486,2016,Honda,Civic,13950.0,97854.0,Oakville,38,"Oakville, Ontario","Oakville, Halton Region, Golden Horseshoe, Ontario, Canada","(43.447436, -79.666672, 0.0)",43.447435999999996,-79.66667199999999,0.0,"Oakville, 38",37314.167272727274
1469,1487,2016,Ford,Focus,12987.0,43260.0,Guelph,67,"Guelph, Ontario","Guelph, Southwestern Ontario, Ontario, N1H 4E7, Canada","(43.5460516, -80.2493276, 0.0)",43.5460516,-80.2493276,0.0,"Guelph, 67",25796.0564516129
1470,1488,2015,Kia,Rio,10950.0,58692.0,Oakville,38,"Oakville, Ontario","Oakville, Halton Region, Golden Horseshoe, Ontario, Canada","(43.447436, -79.666672, 0.0)",43.447435999999996,-79.66667199999999,0.0,"Oakville, 38",37314.167272727274
1473,1491,2018,Acura,TLX,32988.0,64717.0,Aurora,42,"Aurora, Ontario","Aurora, York Region, Golden Horseshoe, Ontario, Canada","(43.99973, -79.467545, 0.0)",43.99973,-79.467545,0.0,"Aurora, 42",28785.244444444445
1476,1494,2020,Lincoln,Nautilus,67999.0,13999.0,Brampton,30,"Brampton, Ontario","Brampton, Peel Region, Golden Horseshoe, Ontario, Canada","(43.6858146, -79.7599337, 0.0)",43.6858146,-79.7599337,0.0,"Brampton, 30",31978.789743589743
1477,1495,2020,Toyota,Corolla,25495.0,19113.0,Toronto,10,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 10",32234.972459639128
1479,1497,2019,Land,Rover,59800.0,8006.0,North York,16,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 16",42238.37160120846
1480,1498,2015,Mercedes-Benz,GLK-Class,24800.0,92117.0,North York,16,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 16",42238.37160120846
1482,1500,2016,BMW,4,22597.0,48528.0,Bolton,37,"Bolton, Ontario","Bolton, Peel Region, Golden Horseshoe, Ontario, L7E 1C8, Canada","(43.879548, -79.73826, 0.0)",43.879548,-79.73826,0.0,"Bolton, 37",26531.214285714286
1483,1501,2018,Mitsubishi,Outlander,18998.0,50128.0,Scarborough,19,"Scarborough, Ontario","Scarborough, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1P 4N7, Canada","(43.773077, -79.257774, 0.0)",43.773077,-79.257774,0.0,"Scarborough, 19",23342.97272727273
1484,1502,2016,Hyundai,Sonata,12599.0,139902.0,Mississauga,27,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 27",29603.69920318725
1485,1503,2019,Mercedes-Benz,GLC,57999.0,14072.0,Brampton,36,"Brampton, Ontario","Brampton, Peel Region, Golden Horseshoe, Ontario, Canada","(43.6858146, -79.7599337, 0.0)",43.6858146,-79.7599337,0.0,"Brampton, 36",31978.789743589743
1486,1504,2019,Kia,Sorento,25989.0,42007.0,Toronto,17,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 17",32234.972459639128
1487,1505,2017,Genesis,G80,43995.0,7531.0,Mississauga,27,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 27",29603.69920318725
1488,1506,2020,Toyota,Camry,29888.0,16574.0,Brampton,34,"Brampton, Ontario","Brampton, Peel Region, Golden Horseshoe, Ontario, Canada","(43.6858146, -79.7599337, 0.0)",43.6858146,-79.7599337,0.0,"Brampton, 34",31978.789743589743
1489,1507,2020,Jeep,Grand,53995.0,13401.0,Mississauga,20,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 20",29603.69920318725
1491,1509,2019,Jeep,Compass,28595.0,11595.0,Milton,43,"Milton, Ontario","Milton, Halton Region, Golden Horseshoe, Ontario, Canada","(43.513671, -79.882817, 0.0)",43.513671,-79.882817,0.0,"Milton, 43",25693.14893617021
1492,1510,2019,Kia,Sportage,25980.0,22872.0,Toronto,14,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 14",32234.972459639128
1493,1511,2016,BMW,5,25800.0,71682.0,North York,16,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 16",42238.37160120846
1494,1512,2016,Nissan,Murano,17795.0,82243.0,Mississauga,21,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 21",29603.69920318725
1496,1514,2017,Hyundai,Elantra,8666.0,118546.0,Whitby,45,"Whitby, Ontario","Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 6A3, Canada","(43.899871, -78.940201, 0.0)",43.899871000000005,-78.940201,0.0,"Whitby, 45",41267.613333333335
1497,1515,2020,Honda,Odyssey,45900.0,8662.0,Mississauga,30,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 30",29603.69920318725
1498,1516,2017,Mazda,CX-5,23998.0,53702.0,Toronto,8,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 8",32234.972459639128
1499,1517,2019,Chevrolet,Blazer,42925.0,2.0,Brampton,34,"Brampton, Ontario","Brampton, Peel Region, Golden Horseshoe, Ontario, Canada","(43.6858146, -79.7599337, 0.0)",43.6858146,-79.7599337,0.0,"Brampton, 34",31978.789743589743
1500,1518,2019,Mercedes-Benz,GLC,39895.0,34807.0,Toronto,14,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 14",32234.972459639128
1501,1519,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario","Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 6A3, Canada","(43.899871, -78.940201, 0.0)",43.899871000000005,-78.940201,0.0,"Whitby, 46",41267.613333333335
1502,1520,2013,Infiniti,EX37,13995.0,148562.0,Etobicoke,22,"Etobicoke, Ontario","Etobicoke, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 0B1, Canada","(43.6435559, -79.5656326, 0.0)",43.6435559,-79.56563259999999,0.0,"Etobicoke, 22",30464.85496183206
1504,1522,2018,Nissan,Murano,29988.0,71847.0,Toronto,12,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 12",32234.972459639128
1505,1523,2016,Honda,Civic,12500.0,149241.0,Toronto,16,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 16",32234.972459639128
1506,1524,2014,Mazda,Mazda3,11990.0,92947.0,Toronto,16,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 16",32234.972459639128
1507,1525,2012,Chevrolet,Equinox,10988.0,154646.0,Toronto,12,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 12",32234.972459639128
1510,1528,2020,Nissan,Rogue,25233.0,10000.0,Stouffville,37,"Stouffville, Ontario","Stouffville, Main Street Stouffville, Downtown Stouffville, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 2S5, Canada","(43.9708746, -79.2500689, 0.0)",43.9708746,-79.2500689,0.0,"Stouffville, 37",23699.589285714286
1511,1529,2019,Mercedes-Benz,GLA-Class,49167.0,5867.0,Oakville,35,"Oakville, Ontario","Oakville, Halton Region, Golden Horseshoe, Ontario, Canada","(43.447436, -79.666672, 0.0)",43.447435999999996,-79.66667199999999,0.0,"Oakville, 35",37314.167272727274
1512,1530,2019,Land,Rover,42500.0,13000.0,Markham,22,"Markham, Ontario","Markham, York Region, Golden Horseshoe, Ontario, Canada","(43.854336, -79.326782, 0.0)",43.854335999999996,-79.326782,0.0,"Markham, 22",33321.608695652176
1514,1532,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 48",34201.60144927536
1515,1533,2018,Infiniti,QX60,32888.0,60627.0,Guelph,77,"Guelph, Ontario","Guelph, Southwestern Ontario, Ontario, N1H 4E7, Canada","(43.5460516, -80.2493276, 0.0)",43.5460516,-80.2493276,0.0,"Guelph, 77",25796.0564516129
1517,1535,2016,Mercedes-Benz,CLA-Class,19999.0,69000.0,Mississauga,19,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 19",29603.69920318725
1519,1538,2013,Mazda,Mazda3,8995.0,133069.0,Toronto,14,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 14",32234.972459639128
1521,1540,2020,Nissan,Altima,25295.0,13344.0,Mississauga,21,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 21",29603.69920318725
1522,1541,2016,Jeep,Grand,51998.0,65583.0,Toronto,1,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 1",32234.972459639128
1523,1542,2017,Porsche,Macan,42800.0,69525.0,North York,16,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 16",42238.37160120846
1524,1543,2019,Lincoln,Continental,59998.0,14882.0,Brampton,30,"Brampton, Ontario","Brampton, Peel Region, Golden Horseshoe, Ontario, Canada","(43.6858146, -79.7599337, 0.0)",43.6858146,-79.7599337,0.0,"Brampton, 30",31978.789743589743
1527,1546,2017,Audi,Q3,25998.0,24019.0,Thornhill,17,"Thornhill, Ontario","Thornhill, Vaughan, York Region, Golden Horseshoe, Ontario, L4J 4E5, Canada","(43.8161477, -79.4245925, 0.0)",43.8161477,-79.4245925,0.0,"Thornhill, 17",44930.72727272727
1528,1547,2017,Acura,RDX,23948.0,97414.0,Georgetown,41,"Georgetown, Ontario","Georgetown, Halton Region, Golden Horseshoe, Ontario, L7G 4A9, Canada","(43.6502652, -79.9036058, 0.0)",43.6502652,-79.9036058,0.0,"Georgetown, 41",23929.277777777777
1529,1548,2017,Ford,Escape,21999.0,27938.0,Brampton,30,"Brampton, Ontario","Brampton, Peel Region, Golden Horseshoe, Ontario, Canada","(43.6858146, -79.7599337, 0.0)",43.6858146,-79.7599337,0.0,"Brampton, 30",31978.789743589743
1530,1549,2014,Honda,Odyssey,18795.0,82066.0,Toronto,11,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 11",32234.972459639128
1532,1551,2018,Audi,Q5,39000.0,73414.0,Mississauga,27,"Mississauga, Ontario","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)",43.590338,-79.645729,0.0,"Mississauga, 27",29603.69920318725
1533,1552,2020,Jeep,Wrangler,55999.0,17916.0,Toronto,17,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 17",32234.972459639128
1534,1553,2020,Buick,Enclave,59757.0,14102.0,Toronto,12,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 12",32234.972459639128
1535,1554,2018,BMW,M2,58590.0,24910.0,Oakville,40,"Oakville, Ontario","Oakville, Halton Region, Golden Horseshoe, Ontario, Canada","(43.447436, -79.666672, 0.0)",43.447435999999996,-79.66667199999999,0.0,"Oakville, 40",37314.167272727274
1538,1557,2013,BMW,M6,46800.0,44131.0,North York,16,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 16",42238.37160120846
1539,1558,2017,Ford,Flex,34950.0,22198.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1540,1559,2019,Dodge,Grand,30950.0,1693.0,Burlington,48,"Burlington, Ontario","Burlington, Halton Region, Golden Horseshoe, Ontario, Canada","(43.3248924, -79.7966835, 0.0)",43.3248924,-79.7966835,0.0,"Burlington, 48",34201.60144927536
1541,1560,2014,Mercedes-Benz,E-Class,23999.0,108000.0,Toronto,18,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 18",32234.972459639128
1542,1561,2016,Porsche,Panamera,59800.0,78484.0,North York,16,"North York, Ontario","North York, Toronto, Golden Horseshoe, Ontario, Canada","(43.7543263, -79.44911696639593, 0.0)",43.754326299999995,-79.44911696639593,0.0,"North York, 16",42238.37160120846
1543,1562,2020,Jeep,Gladiator,54800.0,150.0,Oakville,31,"Oakville, Ontario","Oakville, Halton Region, Golden Horseshoe, Ontario, Canada","(43.447436, -79.666672, 0.0)",43.447435999999996,-79.66667199999999,0.0,"Oakville, 31",37314.167272727274
1545,1564,2019,Lexus,GS,54988.0,18727.0,Thornhill,17,"Thornhill, Ontario","Thornhill, Vaughan, York Region, Golden Horseshoe, Ontario, L4J 4E5, Canada","(43.8161477, -79.4245925, 0.0)",43.8161477,-79.4245925,0.0,"Thornhill, 17",44930.72727272727
1546,1565,2019,Subaru,Outback,29969.0,16963.0,Vaughan,24,"Vaughan, Ontario","Vaughan, York Region, Golden Horseshoe, Ontario, Canada","(43.7941544, -79.5268023, 0.0)",43.7941544,-79.52680229999999,0.0,"Vaughan, 24",35577.231292517004
1547,1566,2017,Mercedes-Benz,C43,46888.0,18789.0,Toronto,15,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 15",32234.972459639128
1548,1567,2020,Jeep,Cherokee,39988.0,10000.0,Toronto,19,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, M5H 2N2, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.38393470000001,0.0,"Toronto, 19",32234.972459639128
