,Year,Make,Model,Price,Mileage,Location,TO_distance,Location_Region
2911,2015,Mercedes-Benz,GLA250W4,23895.0,49402.0,Whitby,45,"Whitby, Ontario"
2912,2015,Audi,A4,15999.0,129000.0,North York,19,"North York, Ontario"
2913,2012,Honda,CR-V,7995.0,247000.0,North York,13,"North York, Ontario"
2914,2017,Mercedes-Benz,C-Class,34995.0,47933.0,Oakville,35,"Oakville, Ontario"
2915,2016,Honda,Odyssey,21655.0,55632.0,Scarborough,15,"Scarborough, Ontario"
2916,2020,Mercedes-Benz,C-Class,56995.0,3361.0,Oakville,35,"Oakville, Ontario"
2917,2017,Land,Rover,54995.0,66696.0,Toronto,15,"Toronto, Ontario"
2918,2019,Volkswagen,Golf,22999.0,29126.0,Toronto,14,"Toronto, Ontario"
2919,2019,Mercedes-Benz,AMG,159900.0,3888.0,Windsor,325,"Windsor, Ontario"
2920,2017,Infiniti,Q60,27880.0,64852.0,Kitchener,92,"Kitchener, Ontario"
2921,2016,Jaguar,XF,25888.0,56139.0,Toronto,15,"Toronto, Ontario"
2922,2015,Infiniti,Q50,17995.0,145149.0,Toronto,15,"Toronto, Ontario"
2923,2016,Ford,Focus,15495.0,27926.0,Toronto,14,"Toronto, Ontario"
2924,2017,Hyundai,Elantra,14850.0,33000.0,Toronto,16,"Toronto, Ontario"
2925,2015,Mazda,Mazda3,13488.0,86345.0,Scarborough,21,"Scarborough, Ontario"
2926,2018,Acura,TLX,25410.0,100928.0,Thornhill,17,"Thornhill, Ontario"
2927,2019,Volkswagen,GTI,33788.0,18240.0,Milton,43,"Milton, Ontario"
2928,2019,Nissan,370Z,45000.0,9888.0,Toronto,1,"Toronto, Ontario"
2929,2019,Dodge,Charger,32688.0,24232.0,Mississauga,27,"Mississauga, Ontario"
2930,2019,Ram,1500,48900.0,19456.0,Windsor,324,"Windsor, Ontario"
2931,2019,Toyota,Prius,20988.0,38000.0,Oakville,36,"Oakville, Ontario"
2932,2017,Subaru,Outback,23985.0,75019.0,Thornhill,17,"Thornhill, Ontario"
2933,2016,BMW,3,23569.0,91020.0,Georgetown,41,"Georgetown, Ontario"
2934,2017,GMC,Terrain,17995.0,34000.0,St Catharines,59,"St Catharines, Ontario"
2935,2016,Ford,Focus,12995.0,64664.0,Toronto,20,"Toronto, Ontario"
2936,2018,Nissan,Micra,12988.0,25900.0,Woodbridge,23,"Woodbridge, Ontario"
2937,2012,Honda,CR-V,10950.0,196000.0,Hamilton,57,"Hamilton, Ontario"
2938,2015,Ford,Edge,24944.0,54150.0,Barrie,80,"Barrie, Ontario"
2939,2019,Toyota,RAV4,31995.0,335.0,Toronto,8,"Toronto, Ontario"
2940,2015,Ferrari,458,580888.0,5063.0,Toronto,19,"Toronto, Ontario"
2941,2019,Jaguar,XF,47800.0,1878.0,North York,16,"North York, Ontario"
2942,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
2943,2020,BMW,Z4,80800.0,10088.0,Hamilton,64,"Hamilton, Ontario"
2944,2014,Ford,Edge,16488.0,146544.0,Aurora,41,"Aurora, Ontario"
2945,2019,BMW,X7,131161.0,5000.0,Ajax,37,"Ajax, Ontario"
2946,2019,Land,Rover,103990.0,7385.0,Woodbridge,20,"Woodbridge, Ontario"
2947,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
2948,2019,Mercedes-Benz,CLS-Class,87995.0,5154.0,Oakville,35,"Oakville, Ontario"
2949,2014,Maserati,Quattroporte,44800.0,27887.0,North York,16,"North York, Ontario"
2950,2019,Mazda,CX-9,33988.0,37792.0,Mississauga,21,"Mississauga, Ontario"
2951,2021,Kia,Seltos,26749.0,75.0,Toronto,14,"Toronto, Ontario"
2952,2020,Toyota,Corolla,23974.0,6645.0,Bolton,34,"Bolton, Ontario"
2953,2017,Toyota,Corolla,16999.0,45610.0,Toronto,18,"Toronto, Ontario"
2954,2015,Audi,A4,14950.0,141660.0,Oakville,38,"Oakville, Ontario"
2955,2016,BMW,328I,27881.0,75686.0,Oakville,40,"Oakville, Ontario"
2956,2019,BMW,X2,34542.0,31446.0,Bolton,37,"Bolton, Ontario"
2957,2017,Mercedes-Benz,SL-Class,67995.0,53252.0,Oakville,35,"Oakville, Ontario"
2958,2017,Genesis,G90,63599.0,47881.0,Mississauga,27,"Mississauga, Ontario"
2959,2016,Chevrolet,Malibu,12988.0,67711.0,Burlington,45,"Burlington, Ontario"
2960,2019,Audi,A4,49900.0,11043.0,Oakville,37,"Oakville, Ontario"
2961,2017,Jaguar,F-Pace,39800.0,47410.0,North York,16,"North York, Ontario"
2962,2019,Hyundai,Santa,27995.0,22818.0,Etobicoke,18,"Etobicoke, Ontario"
2963,2015,Buick,Enclave,24774.0,71419.0,Thornhill,18,"Thornhill, Ontario"
2964,2016,BMW,3,21998.0,93770.0,Bolton,37,"Bolton, Ontario"
2965,2017,Toyota,Corolla,14488.0,101228.0,St. Catharines,54,"St. Catharines, Ontario"
2966,2011,Mazda,Mazda3,4100.0,207999.0,Whitby,42,"Whitby, Ontario"
2967,2017,Chevrolet,Equinox,21550.0,40195.0,Barrie,89,"Barrie, Ontario"
2968,2003,GMC,Sierra,21995.0,312000.0,Brantford,87,"Brantford, Ontario"
2969,2016,Volvo,XC90,49995.0,42656.0,Mississauga,27,"Mississauga, Ontario"
2970,2019,Jeep,Grand,36888.0,33899.0,Aurora,38,"Aurora, Ontario"
2971,2020,Chevrolet,Colorado,39988.0,9800.0,Niagara Falls,64,"Niagara Falls, Ontario"
2972,2017,Lexus,RX,44900.0,59040.0,Ottawa,356,"Ottawa, Ontario"
2973,2017,Mercedes-Benz,GLA-Class,27999.0,70500.0,Hamilton,58,"Hamilton, Ontario"
2974,2015,Ram,1500,24500.0,146500.0,Woodbridge,30,"Woodbridge, Ontario"
2975,2017,Kia,Sportage,21988.0,28127.0,Grimsby,53,"Grimsby, Ontario"
2976,2016,Volkswagen,Tiguan,19588.0,43664.0,Milton,43,"Milton, Ontario"
2977,2019,Honda,Civic,18695.0,20898.0,Mississauga,20,"Mississauga, Ontario"
2978,2008,Honda,CR-V,4995.0,247187.0,Paris,95,"Paris, Ontario"
2979,2016,BMW,X3,30956.0,68946.0,Barrie,83,"Barrie, Ontario"
2980,2020,Volvo,V60,47350.0,2827.0,Toronto,1,"Toronto, Ontario"
2981,2019,Ford,Edge,36998.0,4591.0,Grimsby,53,"Grimsby, Ontario"
2982,2020,Jeep,Grand,36688.0,19989.0,Toronto,19,"Toronto, Ontario"
2983,2019,Lexus,UX,38368.0,185.0,Toronto,8,"Toronto, Ontario"
2984,2020,Chevrolet,Equinox,46287.0,10.0,Toronto,12,"Toronto, Ontario"
2985,2012,BMW,M3,35800.0,133100.0,North York,16,"North York, Ontario"
2986,2019,Dodge,Challenger,34288.0,25797.0,Mississauga,27,"Mississauga, Ontario"
2987,2018,Honda,Odyssey,31353.0,44245.0,Kitchener,91,"Kitchener, Ontario"
2988,2016,Lexus,NX,27888.0,89843.0,Oakville,37,"Oakville, Ontario"
2989,2016,Hyundai,Sonata,19499.0,50699.0,Aurora,40,"Aurora, Ontario"
2990,2016,Ford,Focus,18495.0,20025.0,Toronto,14,"Toronto, Ontario"
2991,2016,Kia,Sorento,22900.0,98059.0,Brampton,34,"Brampton, Ontario"
2992,2017,Land,Rover,37910.0,36886.0,Vaughan,21,"Vaughan, Ontario"
2993,2020,Mercedes-Benz,GLA-Class,46707.0,5645.0,Whitby,45,"Whitby, Ontario"
2994,2019,BMW,X1,31997.0,40298.0,Thornhill,17,"Thornhill, Ontario"
2995,2015,Lamborghini,Huracan,225000.0,46000.0,Concord,18,"Concord, Ontario"
2996,2019,MINI,Cooper,32680.0,6137.0,Markham,23,"Markham, Ontario"
2997,2015,Lexus,RX,29995.0,134864.0,Toronto,15,"Toronto, Ontario"
2998,2015,Mercedes-Benz,E-Class,28500.0,66053.0,Toronto,15,"Toronto, Ontario"
2999,2016,Volkswagen,Tiguan,17788.0,51164.0,Unionville,23,"Unionville, Ontario"
3000,2016,Honda,Civic,14500.0,89228.0,Toronto,16,"Toronto, Ontario"
3001,2016,Dodge,Grand,12998.0,89111.0,Mississauga,17,"Mississauga, Ontario"
3002,2012,Fiat,500C,9500.0,24000.0,Richmond Hill,33,"Richmond Hill, Ontario"
3003,2018,Acura,TLX,32988.0,64717.0,Aurora,42,"Aurora, Ontario"
3004,2017,Mercedes-Benz,C300,28699.0,51140.0,Richmond Hill,30,"Richmond Hill, Ontario"
3005,2017,Land,Rover,74888.0,24568.0,Toronto,14,"Toronto, Ontario"
3006,2020,Mercedes-Benz,GLC300,58544.0,3725.0,Whitby,45,"Whitby, Ontario"
3007,2017,Hyundai,Santa,16989.0,92365.0,Bolton,37,"Bolton, Ontario"
3008,2016,Land,Rover,41995.0,76246.0,Mississauga,20,"Mississauga, Ontario"
3009,2020,Chevrolet,Equinox,46287.0,4400.0,Toronto,12,"Toronto, Ontario"
3010,2017,Audi,S5,35800.0,46553.0,Vaughan,20,"Vaughan, Ontario"
3011,2019,Dodge,Journey,27998.0,37554.0,Toronto,1,"Toronto, Ontario"
3012,2019,Hyundai,Tucson,25799.0,17388.0,Mississauga,27,"Mississauga, Ontario"
3013,2018,Ford,Escape,25000.0,50000.0,Newmarket,45,"Newmarket, Ontario"
3014,2017,GMC,Sierra,24999.0,137780.0,Toronto,15,"Toronto, Ontario"
3015,2019,Nissan,Sentra,15944.0,46507.0,Barrie,80,"Barrie, Ontario"
3016,2020,BMW,X1,48990.0,6982.0,London,172,"London, Ontario"
3017,2020,Buick,Enclave,56291.0,10.0,Toronto,12,"Toronto, Ontario"
3018,2016,Audi,A7,32999.0,51026.0,Scarborough,17,"Scarborough, Ontario"
3019,2013,BMW,5,18888.0,107569.0,Toronto,15,"Toronto, Ontario"
3020,2018,Jeep,Grand,37888.0,34041.0,Ottawa,351,"Ottawa, Ontario"
3021,2016,Land,Rover,28995.0,94276.0,North York,15,"North York, Ontario"
3022,2019,Nissan,Rogue,27444.0,23341.0,Stoney Creek,56,"Stoney Creek, Ontario"
3023,2018,Honda,HR-V,25750.0,27609.0,Thornhill,17,"Thornhill, Ontario"
3024,2018,Kia,Forte,15988.0,59793.0,Grimsby,53,"Grimsby, Ontario"
3025,2012,Infiniti,G,9800.0,225230.0,Pickering,31,"Pickering, Ontario"
3026,2014,Nissan,SENTRA,8899.0,110878.0,Oakville,38,"Oakville, Ontario"
3027,2014,Kia,Soul,15888.0,10.0,Oshawa,49,"Oshawa, Ontario"
3028,2017,Hyundai,Elantra,13888.0,75308.0,Brampton,28,"Brampton, Ontario"
3029,2020,Mercedes-Benz,C300W,51469.0,5450.0,Whitby,45,"Whitby, Ontario"
3030,2016,Land,Rover,42800.0,85108.0,North York,16,"North York, Ontario"
3031,2016,Land,Rover,82649.0,33702.0,Richmond Hill,22,"Richmond Hill, Ontario"
3032,2016,Jeep,Grand,28998.0,80391.0,Thunder Bay,927,"Thunder Bay, Ontario"
3033,2015,Subaru,WRX,28800.0,86000.0,North York,16,"North York, Ontario"
3034,2015,Lexus,RX,25880.0,117066.0,Kitchener,92,"Kitchener, Ontario"
3035,2019,Volkswagen,Tiguan,22300.0,44854.0,Woodbridge,27,"Woodbridge, Ontario"
3036,2016,BMW,X1,20800.0,108515.0,North York,16,"North York, Ontario"
3037,2019,Nissan,Sentra,17995.0,45074.0,Brampton,35,"Brampton, Ontario"
3038,2010,Honda,Accord,11275.0,135644.0,Toronto,15,"Toronto, Ontario"
3039,2015,Kia,Soul,11750.0,115930.0,Fergus,79,"Fergus, Ontario"
3040,2016,Volkswagen,Tiguan,16890.0,68510.0,Oakville,39,"Oakville, Ontario"
3041,2015,Mercedes-Benz,GL-Class,39800.0,75486.0,North York,16,"North York, Ontario"
3042,2019,Dodge,Durango,37950.0,32555.0,Grimsby,52,"Grimsby, Ontario"
3043,2019,Honda,CR-V,33995.0,35670.0,Toronto,11,"Toronto, Ontario"
3044,2017,Acura,TLX,24688.0,57633.0,Thornhill,17,"Thornhill, Ontario"
3045,2014,Maserati,Ghibli,37800.0,79574.0,North York,16,"North York, Ontario"
3046,2018,Toyota,Sienna,25962.0,63475.0,Kitchener,91,"Kitchener, Ontario"
3047,2013,Audi,TT,23998.0,114515.0,Scarborough,19,"Scarborough, Ontario"
3048,2016,Toyota,RAV4,20995.0,59394.0,Toronto,14,"Toronto, Ontario"
3049,2015,Honda,Accord,15750.0,95526.0,Toronto,16,"Toronto, Ontario"
3050,2018,Hyundai,Elantra,14555.0,45499.0,Richmond Hill,25,"Richmond Hill, Ontario"
3051,2019,Jeep,Cherokee,35795.0,1640.0,Toronto,17,"Toronto, Ontario"
3052,2017,GMC,Terrain,22714.0,54665.0,Oshawa,49,"Oshawa, Ontario"
3053,2020,Acura,RDX,45787.0,11426.0,Guelph,77,"Guelph, Ontario"
3054,2015,Maserati,Quattroporte,44800.0,74636.0,North York,16,"North York, Ontario"
3055,2016,Nissan,Rogue,15988.0,143896.0,Mississauga,20,"Mississauga, Ontario"
3056,2018,Ford,EcoSport,23999.0,23500.0,Brantford,88,"Brantford, Ontario"
3057,2019,Acura,TLX,36924.0,36548.0,Etobicoke,15,"Etobicoke, Ontario"
3058,2017,Lexus,RX,36285.0,86214.0,Guelph,77,"Guelph, Ontario"
3059,2019,Mazda,Mazda3,22950.0,6428.0,Scarborough,13,"Scarborough, Ontario"
3060,2019,Toyota,Camry,22950.0,38570.0,Oakville,38,"Oakville, Ontario"
3061,2018,Ford,Escape,20491.0,67679.0,Brampton,34,"Brampton, Ontario"
3062,2014,Nissan,Rogue,13888.0,95500.0,Toronto,15,"Toronto, Ontario"
3063,2019,Mercedes-Benz,GLC,57999.0,14072.0,Brampton,36,"Brampton, Ontario"
3064,2017,Nissan,Qashqai,17718.0,33422.0,Stouffville,37,"Stouffville, Ontario"
3065,2002,Ferrari,360,123888.0,42460.0,Woodbridge,20,"Woodbridge, Ontario"
3066,2019,Mercedes-Benz,GLC-Class,58800.0,14379.0,North York,16,"North York, Ontario"
3067,2016,Chrysler,300,16888.0,128651.0,Brampton,34,"Brampton, Ontario"
3068,2018,Chrysler,Pacifica,45995.0,13934.0,Mississauga,21,"Mississauga, Ontario"
3069,2017,Mercedes-Benz,C-Class,34495.0,69490.0,Oakville,35,"Oakville, Ontario"
3070,2018,Honda,CR-V,32990.0,28285.0,Kitchener,91,"Kitchener, Ontario"
3071,2018,Ram,1500,30988.0,63865.0,Stoney Creek,56,"Stoney Creek, Ontario"
3072,2015,Acura,TLX,20995.0,76669.0,Brampton,35,"Brampton, Ontario"
3073,2015,Volkswagen,Golf,16899.0,63141.0,Maple,25,"Maple, Ontario"
3074,2019,Nissan,Sentra,15990.0,9168.0,Oakville,39,"Oakville, Ontario"
3075,2016,Dodge,Grand,13990.0,85740.0,Milton,41,"Milton, Ontario"
3076,2017,Kia,Forte,14699.0,66877.0,Kitchener,90,"Kitchener, Ontario"
3077,2020,Ram,1500,42999.0,1050.0,Milton,43,"Milton, Ontario"
3078,2018,Audi,Q5,37800.0,46339.0,North York,16,"North York, Ontario"
3079,2019,Toyota,Corolla,20995.0,5425.0,Toronto,8,"Toronto, Ontario"
3080,2017,Ford,F-250,36995.0,129327.0,Cambridge,82,"Cambridge, Ontario"
3081,2015,Jeep,WRANGLER,27990.0,139325.0,Port Hope,95,"Port Hope, Ontario"
3082,2017,Ford,Fusion,24950.0,5900.0,Caledonia,80,"Caledonia, Ontario"
3083,2016,Audi,A4,19999.0,61000.0,Mississauga,19,"Mississauga, Ontario"
3084,2018,Chevrolet,Cruze,15988.0,58361.0,St. Catharines,54,"St. Catharines, Ontario"
3085,2013,Volkswagen,Jetta,11950.0,98000.0,Hamilton,57,"Hamilton, Ontario"
3086,2013,Dodge,Caravan,8500.0,126800.0,North York,10,"North York, Ontario"
3087,2018,Dodge,Charger,28500.0,49925.0,Guelph,77,"Guelph, Ontario"
3088,2010,GMC,Acadia,4500.0,283343.0,Oakville,39,"Oakville, Ontario"
3089,2018,Jeep,Wrangler,34995.0,23588.0,Paris,95,"Paris, Ontario"
3090,2019,Mazda,CX-9,34400.0,34051.0,Guelph,77,"Guelph, Ontario"
3091,2015,Toyota,Avalon,21950.0,75759.0,Ottawa,348,"Ottawa, Ontario"
3092,2017,Nissan,Armada,36853.0,99742.0,Sarnia,255,"Sarnia, Ontario"
3093,2017,Jeep,Cherokee,27995.0,42864.0,Paris,95,"Paris, Ontario"
3094,2021,Kia,Seltos,26999.0,150.0,Toronto,14,"Toronto, Ontario"
3095,2018,Hyundai,Elantra,16995.0,45407.0,Etobicoke,18,"Etobicoke, Ontario"
3096,2014,Audi,A4,15500.0,57140.0,Oakville,28,"Oakville, Ontario"
3097,2013,BMW,X3,14750.0,111688.0,Toronto,16,"Toronto, Ontario"
3098,2006,Lexus,GS,7900.0,165000.0,North York,15,"North York, Ontario"
3099,2013,Land,Rover,21900.0,141398.0,Cambridge,82,"Cambridge, Ontario"
3100,2014,Mitsubishi,Outlander,12299.0,103837.0,Mississauga,27,"Mississauga, Ontario"
3101,2016,Ford,Explorer,30988.0,81621.0,Stoney Creek,56,"Stoney Creek, Ontario"
3102,2015,Ford,Edge,22998.0,53235.0,Hamilton,56,"Hamilton, Ontario"
3103,2017,Ford,Fusion,16888.0,35617.0,Thornhill,17,"Thornhill, Ontario"
3104,2018,Chrysler,Pacifica,45995.0,13934.0,Mississauga,21,"Mississauga, Ontario"
3105,2018,Jeep,Cherokee,20758.0,116237.0,Georgetown,41,"Georgetown, Ontario"
3106,2018,Kia,Optima,13725.0,94345.0,Georgetown,41,"Georgetown, Ontario"
3107,2016,Hyundai,Santa,13599.0,102760.0,Mississauga,27,"Mississauga, Ontario"
3108,2017,Hyundai,Sonata,13399.0,105000.0,Brampton,34,"Brampton, Ontario"
3109,2002,Pontiac,Firebird,12999.0,243565.0,Kitchener,89,"Kitchener, Ontario"
3110,2007,BMW,328I,4000.0,281000.0,Mount Hope,71,"Mount Hope, Ontario"
3111,2017,Honda,Civic,18998.0,72748.0,Guelph,77,"Guelph, Ontario"
3112,2017,Land,Rover,48910.0,77520.0,Vaughan,21,"Vaughan, Ontario"
3113,2020,Infiniti,QX60,51514.0,6273.0,Mississauga,21,"Mississauga, Ontario"
3114,2016,Ford,Mustang,34499.0,4578.0,Brampton,30,"Brampton, Ontario"
3115,2015,Nissan,Altima,11900.0,123450.0,Burlington,45,"Burlington, Ontario"
3116,2017,Audi,Q7,37395.0,75440.0,Toronto,15,"Toronto, Ontario"
3117,2019,Ford,Escape,32488.0,24847.0,Aurora,41,"Aurora, Ontario"
3118,2014,Chevrolet,Silverado,22950.0,105030.0,Georgetown,41,"Georgetown, Ontario"
3119,2014,BMW,3,19800.0,122987.0,North York,16,"North York, Ontario"
3120,2016,Ford,Mustang,16500.0,98841.0,North York,13,"North York, Ontario"
3121,2012,Land,Rover,15500.0,231000.0,Schomberg,46,"Schomberg, Ontario"
3122,2014,Hyundai,Santa,14994.0,112213.0,Cambridge,83,"Cambridge, Ontario"
3123,2020,Volkswagen,Jetta,24909.0,90.0,Brantford,88,"Brantford, Ontario"
3124,2015,Mercedes-Benz,C-Class,26989.0,70777.0,Thornhill,17,"Thornhill, Ontario"
3125,2018,GMC,Acadia,38999.0,53960.0,Milton,42,"Milton, Ontario"
3126,2018,Audi,Q5,37800.0,46339.0,North York,16,"North York, Ontario"
3127,2020,Kia,Soul,26398.0,27.0,Georgetown,41,"Georgetown, Ontario"
3128,2017,Acura,RDX,28106.0,59647.0,Thornhill,17,"Thornhill, Ontario"
3129,2017,Lincoln,MKX,34998.0,46675.0,Toronto,1,"Toronto, Ontario"
3130,2017,Nissan,Rogue,23995.0,52000.0,Guelph,74,"Guelph, Ontario"
3131,2016,Audi,A4,19999.0,61000.0,Mississauga,19,"Mississauga, Ontario"
3132,2018,Chevrolet,Cruze,15988.0,58361.0,St. Catharines,54,"St. Catharines, Ontario"
3133,2015,Honda,Accord,15500.0,106180.0,Toronto,16,"Toronto, Ontario"
3134,2013,Dodge,Caravan,8500.0,126800.0,North York,10,"North York, Ontario"
3135,2018,Acura,TLX,32988.0,64717.0,Aurora,42,"Aurora, Ontario"
3136,2015,Chevrolet,Equinox,16888.0,70617.0,Ottawa,329,"Ottawa, Ontario"
3137,2020,Volvo,XC60,71621.0,7100.0,Mississauga,27,"Mississauga, Ontario"
3138,2017,Nissan,Titan,48990.0,38490.0,Mono,67,"Mono, Ontario"
3139,2007,Ford,Focus,3400.0,247347.0,Windsor,330,"Windsor, Ontario"
3140,2016,Toyota,RAV4,28999.0,72199.0,Waterloo,94,"Waterloo, Ontario"
3141,2019,Volkswagen,Jetta,23198.0,26113.0,Toronto,14,"Toronto, Ontario"
3142,2016,Lincoln,MKC,21888.0,79918.0,Thornhill,17,"Thornhill, Ontario"
3143,2014,Hyundai,Santa,16995.0,80900.0,Toronto,14,"Toronto, Ontario"
3144,2015,Hyundai,Sonata,13900.0,32956.0,Whitby,46,"Whitby, Ontario"
3145,2014,Ford,Edge,13500.0,152000.0,Hamilton,57,"Hamilton, Ontario"
3146,2015,Kia,Rio,11995.0,90337.0,Niagara Falls,65,"Niagara Falls, Ontario"
3147,2018,GMC,Terrain,31988.0,53654.0,Toronto,12,"Toronto, Ontario"
3148,2017,Nissan,Rogue,22998.0,60109.0,Sarnia,255,"Sarnia, Ontario"
3149,2019,Audi,Q7,91795.0,9275.0,Etobicoke,14,"Etobicoke, Ontario"
3150,2016,Chevrolet,Corvette,64999.0,19000.0,Port Colborne,86,"Port Colborne, Ontario"
3151,2016,BMW,3,23500.0,49697.0,Toronto,13,"Toronto, Ontario"
3152,2017,Hyundai,Santa,16989.0,92365.0,Bolton,37,"Bolton, Ontario"
3153,2019,Mazda,CX-5,37250.0,12375.0,Scarborough,13,"Scarborough, Ontario"
3154,2018,Acura,TLX,34999.0,36640.0,Mississauga,21,"Mississauga, Ontario"
3155,2012,Audi,TT,17998.0,116878.0,North York,16,"North York, Ontario"
3156,2013,Mercedes-Benz,350,17500.0,127500.0,Elmira,95,"Elmira, Ontario"
3157,2017,Dodge,Grand,13995.0,155932.0,Kitchener,88,"Kitchener, Ontario"
3158,1990,Mazda,626,3000.0,79500.0,East York,8,"East York, Ontario"
3159,2016,Cadillac,CT6,34992.0,55466.0,Oakville,35,"Oakville, Ontario"
3160,2016,Porsche,911,189950.0,12385.0,Burlington,48,"Burlington, Ontario"
3161,2019,BMW,M5,114998.0,90.0,Mississauga,20,"Mississauga, Ontario"
3162,2017,Porsche,911,103799.0,32501.0,North York,16,"North York, Ontario"
3163,2017,Mercedes-Benz,E-Class,53995.0,25059.0,Waterloo,96,"Waterloo, Ontario"
3164,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
3165,2020,Ram,1500,67984.0,11276.0,Guelph,77,"Guelph, Ontario"
3166,2006,Bentley,Continental,49777.0,120046.0,Pickering,32,"Pickering, Ontario"
3167,2018,Jeep,WRANGLER,39992.0,55852.0,Hamilton,55,"Hamilton, Ontario"
3168,2020,Mitsubishi,Outlander,32337.0,2117.0,Mississauga,21,"Mississauga, Ontario"
3169,2016,Volkswagen,Jetta,14999.0,71406.0,Brampton,30,"Brampton, Ontario"
3170,2015,Honda,CR-V,14175.0,106000.0,Toronto,15,"Toronto, Ontario"
3171,2017,Jaguar,F-Pace,41995.0,53721.0,Brampton,34,"Brampton, Ontario"
3172,2015,Jeep,WRANGLER,27751.0,162639.0,Oshawa,49,"Oshawa, Ontario"
3173,2019,Mazda,CX-5,36998.0,1500.0,Toronto,8,"Toronto, Ontario"
3174,2016,Volvo,XC90,35888.0,87872.0,Toronto,15,"Toronto, Ontario"
3175,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
3176,2013,Infiniti,EX37,13995.0,148562.0,Etobicoke,22,"Etobicoke, Ontario"
3177,2018,Ram,1500,32995.0,28350.0,Niagara Falls,68,"Niagara Falls, Ontario"
3178,2018,Honda,CR-V,29654.0,53288.0,Woodbridge,23,"Woodbridge, Ontario"
3179,2019,Volkswagen,Golf,22999.0,20614.0,Toronto,14,"Toronto, Ontario"
3180,2018,Nissan,Qashqai,20800.0,60081.0,Guelph,77,"Guelph, Ontario"
3181,2017,Hyundai,Sonata,13995.0,100866.0,Brampton,35,"Brampton, Ontario"
3182,2015,Nissan,Rogue,12990.0,125040.0,Norval,39,"Norval, Ontario"
3183,2019,Infiniti,QX50,48890.0,9636.0,Innisfil,77,"Innisfil, Ontario"
3184,2017,Hyundai,Elantra,13888.0,75308.0,Brampton,28,"Brampton, Ontario"
3185,2020,Subaru,WRX,41900.0,110.0,Toronto,6,"Toronto, Ontario"
3186,2020,Chevrolet,Equinox,40888.0,90.0,Brampton,34,"Brampton, Ontario"
3187,2013,Mercedes-Benz,GL-Class,29995.0,143941.0,London,173,"London, Ontario"
3189,2019,Mercedes-Benz,GLA-Class,35995.0,14978.0,Toronto,11,"Toronto, Ontario"
3190,2013,Mercedes-Benz,GL-Class,26799.0,153399.0,North York,16,"North York, Ontario"
3191,2019,Ford,Fusion,20950.0,51595.0,Guelph,77,"Guelph, Ontario"
3192,2016,Toyota,RAV4,19299.0,71208.0,Burlington,48,"Burlington, Ontario"
3193,2016,Dodge,Dart,10990.0,67511.0,Mississauga,20,"Mississauga, Ontario"
3194,2013,Fiat,500,9950.0,82397.0,Georgetown,41,"Georgetown, Ontario"
3196,2017,Mazda,CX-9,25985.0,78212.0,Markham,27,"Markham, Ontario"
3197,2016,Land,Rover,54888.0,65674.0,Toronto,14,"Toronto, Ontario"
3198,2020,Honda,Accord,34076.0,13004.0,Mississauga,21,"Mississauga, Ontario"
3199,2019,Toyota,Corolla,20995.0,5425.0,Toronto,8,"Toronto, Ontario"
3200,2020,Acura,RDX,49147.0,15859.0,Thornhill,17,"Thornhill, Ontario"
3201,2019,Kia,Sorento,31444.0,28529.0,Grimsby,53,"Grimsby, Ontario"
3202,2020,Nissan,Altima,27999.0,10198.0,Mississauga,21,"Mississauga, Ontario"
3203,2017,Volvo,XC60,27998.0,33000.0,Guelph,74,"Guelph, Ontario"
3204,2016,Honda,CR-V,23500.0,57664.0,Richmond Hill,25,"Richmond Hill, Ontario"
3205,2017,Subaru,Crosstrek,21998.0,57421.0,North York,17,"North York, Ontario"
3206,2013,Kia,Sorento,10883.0,121716.0,Toronto,14,"Toronto, Ontario"
3207,2017,Lexus,NX,32700.0,43849.0,Toronto,2,"Toronto, Ontario"
3208,2019,Volkswagen,Golf,21999.0,18271.0,Brampton,30,"Brampton, Ontario"
3209,2016,Jaguar,F-Type,58800.0,29898.0,North York,16,"North York, Ontario"
3210,2016,Porsche,Cayenne,49888.0,89667.0,Toronto,15,"Toronto, Ontario"
3211,2015,Honda,Civic,13788.0,49980.0,Oakville,32,"Oakville, Ontario"
3212,2016,BMW,3,23500.0,49697.0,Toronto,13,"Toronto, Ontario"
3213,2014,Maserati,Quattroporte,44800.0,27887.0,North York,16,"North York, Ontario"
3214,2016,Jeep,Cherokee,19000.0,135000.0,Clarington,62,"Clarington, Ontario"
3215,2015,Toyota,RAV4,15988.0,90000.0,Toronto,9,"Toronto, Ontario"
3216,2016,Nissan,Pathfinder,15950.0,121285.0,Georgetown,41,"Georgetown, Ontario"
3217,2018,Hyundai,Elantra,15492.0,48976.0,Hamilton,55,"Hamilton, Ontario"
3218,2011,Honda,Accord,7450.0,207000.0,Hamilton,57,"Hamilton, Ontario"
3219,2019,Honda,Passport,47500.0,13480.0,Mississauga,30,"Mississauga, Ontario"
3220,2017,Ram,1500,37885.0,54644.0,Toronto,14,"Toronto, Ontario"
3221,2017,GMC,Sierra,38000.0,83446.0,Oakville,35,"Oakville, Ontario"
