,Year,Make,Model,Price,Mileage,Location,TO_distance,Location_Region
2600,2013,Mercedes-Benz,GL-Class,26799.0,151555.0,North York,16,"North York, Ontario"
2601,2012,Ford,F-250,19999.0,222435.0,Toronto,15,"Toronto, Ontario"
2602,2017,Nissan,Qashqai,18995.0,17435.0,Toronto,11,"Toronto, Ontario"
2603,2018,Mitsubishi,Outlander,17398.0,71818.0,Ajax,35,"Ajax, Ontario"
2604,2015,Hyundai,Tucson,13995.0,121800.0,Cambridge,83,"Cambridge, Ontario"
2605,2013,Dodge,Avenger,8995.0,126411.0,Toronto,15,"Toronto, Ontario"
2606,2017,Acura,RDX,27988.0,71922.0,Aurora,42,"Aurora, Ontario"
2607,2020,Audi,A3,49118.0,7482.0,Etobicoke,14,"Etobicoke, Ontario"
2608,2019,Acura,RDX,45990.0,18743.0,Etobicoke,15,"Etobicoke, Ontario"
2609,2020,Kia,Sportage,24888.0,6924.0,St. Catharines,53,"St. Catharines, Ontario"
2610,2019,Honda,CR-V,32759.0,19034.0,Thornhill,17,"Thornhill, Ontario"
2611,2020,Ram,1500,62950.0,10728.0,Burlington,48,"Burlington, Ontario"
2612,2016,Lincoln,MKC,22888.0,38855.0,Woodbridge,24,"Woodbridge, Ontario"
2613,2016,Hyundai,Santa,22399.0,78880.0,Mississauga,27,"Mississauga, Ontario"
2614,2016,Mercedes-Benz,CLA-Class,19800.0,115987.0,North York,16,"North York, Ontario"
2615,2016,Kia,Sorento,18300.0,80601.0,Woodbridge,27,"Woodbridge, Ontario"
2616,2015,Volkswagen,Passat,16985.0,107017.0,Toronto,11,"Toronto, Ontario"
2618,2019,Honda,CR-V,35100.0,29062.0,Mississauga,30,"Mississauga, Ontario"
2619,2020,Nissan,Rogue,25795.0,15771.0,Mississauga,21,"Mississauga, Ontario"
2620,2019,Mercedes-Benz,E450S4,73892.0,8395.0,Whitby,45,"Whitby, Ontario"
2621,2020,Lincoln,Nautilus,67999.0,13999.0,Brampton,30,"Brampton, Ontario"
2622,2015,Toyota,Avalon,21950.0,75759.0,Ottawa,348,"Ottawa, Ontario"
2623,2017,Nissan,Armada,36853.0,99742.0,Sarnia,255,"Sarnia, Ontario"
2624,2016,Land,Rover,49800.0,92000.0,Newmarket,45,"Newmarket, Ontario"
2625,2018,Cadillac,XT5,36040.0,28647.0,Oakville,35,"Oakville, Ontario"
2626,2016,BMW,X5,35495.0,94887.0,Toronto,14,"Toronto, Ontario"
2627,2019,Mazda,Mazda3,29088.0,10135.0,Etobicoke,14,"Etobicoke, Ontario"
2628,2017,Hyundai,Tucson,20910.0,54852.0,Etobicoke,13,"Etobicoke, Ontario"
2629,2008,Buick,Enclave,7950.0,200000.0,North York,15,"North York, Ontario"
2630,2015,Ford,Escape,14990.0,85300.0,Milton,41,"Milton, Ontario"
2631,2019,Kia,Sorento,25999.0,24089.0,Burlington,47,"Burlington, Ontario"
2632,2019,Volkswagen,Golf,23999.0,27841.0,Toronto,14,"Toronto, Ontario"
2633,2019,Hyundai,Sonata,23499.0,21784.0,Scarborough,22,"Scarborough, Ontario"
2634,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
2635,2020,Toyota,GR,67465.0,137.0,Toronto,10,"Toronto, Ontario"
2636,2019,Kia,Forte,17680.0,20215.0,Toronto,14,"Toronto, Ontario"
2637,2014,Cadillac,SRX,16949.0,102101.0,Georgetown,41,"Georgetown, Ontario"
2638,2011,BMW,X5,16888.0,119450.0,Richmond Hill,31,"Richmond Hill, Ontario"
2639,2016,Kia,Rio,13669.0,31378.0,St. Catharines,53,"St. Catharines, Ontario"
2640,2016,Nissan,LEAF,13492.0,67095.0,Vaughan,24,"Vaughan, Ontario"
2641,2013,Fiat,500,9950.0,82397.0,Georgetown,41,"Georgetown, Ontario"
2642,2017,BMW,X3,30703.0,94495.0,Oakville,40,"Oakville, Ontario"
2643,2017,Dodge,Grand,13288.0,153047.0,Toronto,19,"Toronto, Ontario"
2644,2020,Kia,Sedona,28999.0,4709.0,St. Catharines,53,"St. Catharines, Ontario"
2645,2020,Kia,Sedona,28980.0,12859.0,Toronto,14,"Toronto, Ontario"
2646,2012,Buick,Enclave,14395.0,131023.0,Caledonia,79,"Caledonia, Ontario"
2647,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
2648,2012,Toyota,Tacoma,25988.0,116165.0,Paris,95,"Paris, Ontario"
2649,2013,BMW,6,24800.0,103633.0,North York,16,"North York, Ontario"
2650,2015,Audi,Q5,23888.0,94926.0,Toronto,15,"Toronto, Ontario"
2651,2016,Volkswagen,GTI,21333.0,99950.0,Barrie,83,"Barrie, Ontario"
2652,2016,Volkswagen,Tiguan,17588.0,47224.0,Woodbridge,23,"Woodbridge, Ontario"
2653,2016,Scion,iM,14492.0,62143.0,Kitchener,91,"Kitchener, Ontario"
2654,2020,Honda,Odyssey,45900.0,8662.0,Mississauga,30,"Mississauga, Ontario"
2655,2017,Lamborghini,Huracan,255899.0,8000.0,North York,17,"North York, Ontario"
2656,2020,Honda,CR-V,39716.0,11750.0,Mississauga,21,"Mississauga, Ontario"
2657,2019,Ram,ProMaster,33992.0,2749.0,Hamilton,55,"Hamilton, Ontario"
2659,2019,Mazda,CX-9,34288.0,23380.0,Mississauga,21,"Mississauga, Ontario"
2660,2019,GMC,Terrain,31855.0,27485.0,Oshawa,49,"Oshawa, Ontario"
2661,2018,Porsche,Macan,48998.0,31600.0,Mississauga,20,"Mississauga, Ontario"
2662,2020,Ram,1500,47388.0,1011.0,Toronto,19,"Toronto, Ontario"
2663,2011,Mitsubishi,RVR,9395.0,189123.0,London,164,"London, Ontario"
2664,2016,Ford,Edge,22777.0,92970.0,Guelph,67,"Guelph, Ontario"
2665,2019,Dodge,Durango,45995.0,35942.0,Toronto,14,"Toronto, Ontario"
2666,2020,Honda,Accord,40200.0,19854.0,Stouffville,36,"Stouffville, Ontario"
2667,2017,Honda,Pilot,32888.0,83821.0,Thornhill,17,"Thornhill, Ontario"
2668,2016,Hyundai,Sonata,18999.0,61258.0,Aurora,40,"Aurora, Ontario"
2669,2016,Buick,Verano,15998.0,65072.0,Scarborough,19,"Scarborough, Ontario"
2670,2008,Mazda,CX-9,9900.0,105008.0,Toronto,7,"Toronto, Ontario"
2671,2018,Mercedes-Benz,GLC-Class,48168.0,28892.0,Whitby,45,"Whitby, Ontario"
2672,2015,Volkswagen,Jetta,13500.0,63039.0,Cambridge,82,"Cambridge, Ontario"
2673,2018,Jeep,Grand,48995.0,65000.0,Markham,22,"Markham, Ontario"
2674,2017,BMW,X5,37800.0,97483.0,North York,16,"North York, Ontario"
2675,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
2676,2019,Mercedes-Benz,CLS450,98667.0,4050.0,Nepean,345,"Nepean, Ontario"
2677,2015,Ford,Edge,24866.0,73526.0,St. Catharines,53,"St. Catharines, Ontario"
2678,2019,Hyundai,Tucson,23888.0,33756.0,Stoney Creek,56,"Stoney Creek, Ontario"
2679,2018,Hyundai,Elantra,14888.0,49520.0,Brampton,34,"Brampton, Ontario"
2680,2016,Volkswagen,Passat,13998.0,119716.0,Barrie,83,"Barrie, Ontario"
2681,2017,Dodge,Grand,13288.0,153047.0,Toronto,19,"Toronto, Ontario"
2682,2017,Hyundai,Elantra,11995.0,93162.0,Brampton,35,"Brampton, Ontario"
2683,2019,Nissan,Sentra,15944.0,46507.0,Barrie,80,"Barrie, Ontario"
2684,2016,Nissan,Rogue,13994.0,94075.0,Vaughan,24,"Vaughan, Ontario"
2685,2019,Jeep,Grand,39950.0,19817.0,Grimsby,52,"Grimsby, Ontario"
2686,2015,Hino,195,39500.0,83460.0,Markham,30,"Markham, Ontario"
2687,2012,Buick,Enclave,14395.0,131023.0,Caledonia,79,"Caledonia, Ontario"
2688,2013,Infiniti,EX37,13995.0,148562.0,Etobicoke,22,"Etobicoke, Ontario"
2689,2016,Nissan,Pathfinder,22888.0,69333.0,Mississauga,17,"Mississauga, Ontario"
2690,2019,Toyota,Corolla,18588.0,17842.0,Richmond Hill,29,"Richmond Hill, Ontario"
2691,2015,Hyundai,Sonata,15288.0,72058.0,Toronto,15,"Toronto, Ontario"
2692,2013,Buick,Encore,13988.0,79098.0,Toronto,12,"Toronto, Ontario"
2693,2016,Ford,Focus,13706.0,92045.0,Georgetown,41,"Georgetown, Ontario"
2694,2015,Kia,Optima,12988.0,40591.0,Grimsby,53,"Grimsby, Ontario"
2695,2018,Chevrolet,Cruze,17550.0,50244.0,Barrie,89,"Barrie, Ontario"
2696,2014,Hyundai,Elantra,8848.0,135632.0,Stouffville,37,"Stouffville, Ontario"
2697,2018,Lamborghini,Huracan,328000.0,2600.0,Mississauga,18,"Mississauga, Ontario"
2698,2019,Land,Rover,37675.0,27000.0,Guelph,74,"Guelph, Ontario"
2699,2019,Volvo,S60,62520.0,7560.0,Ottawa,356,"Ottawa, Ontario"
2700,2016,Dodge,Grand,16495.0,92075.0,Lasalle,342,"Lasalle, Ontario"
2701,2017,Ford,Explorer,33449.0,98746.0,Mississauga,30,"Mississauga, Ontario"
2702,2019,Hyundai,Tucson,22210.0,44707.0,Etobicoke,13,"Etobicoke, Ontario"
2703,2018,Dodge,Grand,20900.0,31890.0,Arthur,95,"Arthur, Ontario"
2704,2016,Volkswagen,Beetle,20888.0,89925.0,Toronto,15,"Toronto, Ontario"
2705,2018,Kia,Sportage,19588.0,55106.0,Milton,43,"Milton, Ontario"
2706,2014,Jeep,Patriot,8500.0,147500.0,Ayr,96,"Ayr, Ontario"
2707,2017,Toyota,Highlander,34198.0,74158.0,Thornhill,17,"Thornhill, Ontario"
2708,2019,Volkswagen,Golf,21888.0,29103.0,Milton,43,"Milton, Ontario"
2709,2008,Chevrolet,Corvette,37988.0,50548.0,St George,86,"St George, Ontario"
2710,2018,Jaguar,XF,34800.0,29221.0,North York,16,"North York, Ontario"
2711,2016,Mazda,CX-5,24995.0,62769.0,Sault Ste. Marie,503,"Sault Ste. Marie, Ontario"
2712,2016,BMW,X1,28898.0,46783.0,Woodbridge,20,"Woodbridge, Ontario"
2713,2019,Volkswagen,Tiguan,30998.0,19530.0,Toronto,1,"Toronto, Ontario"
2714,2017,GMC,Sierra,30678.0,75787.0,Oakville,35,"Oakville, Ontario"
2715,2018,Volkswagen,GTI,29495.0,63000.0,Mississauga,30,"Mississauga, Ontario"
2716,2018,Chevrolet,Silverado,27888.0,29000.0,Guelph,74,"Guelph, Ontario"
2717,2017,MINI,Cooper,18703.0,36492.0,Bolton,37,"Bolton, Ontario"
2718,2015,Dodge,Journey,7995.0,201907.0,Brampton,35,"Brampton, Ontario"
2719,2020,BMW,X2,48400.0,12836.0,Hamilton,64,"Hamilton, Ontario"
2720,2014,Ford,Edge,16488.0,146544.0,Aurora,41,"Aurora, Ontario"
2721,2017,Mercedes-Benz,S-Class,63800.0,78133.0,North York,16,"North York, Ontario"
2722,2020,Honda,CR-V,44516.0,13125.0,Mississauga,21,"Mississauga, Ontario"
2724,2018,Ram,2500,68950.0,12649.0,Grimsby,52,"Grimsby, Ontario"
2725,2007,Nissan,Versa,5995.0,97159.0,London,161,"London, Ontario"
2726,2019,Mercedes-Benz,CLS-Class,87995.0,90.0,Oakville,35,"Oakville, Ontario"
2727,2015,Maserati,GRANTURISMO,79900.0,26000.0,Stouffville,38,"Stouffville, Ontario"
2728,2015,Hyundai,Elantra,8995.0,152178.0,Toronto,21,"Toronto, Ontario"
2729,2016,BMW,X1,28898.0,46783.0,Woodbridge,20,"Woodbridge, Ontario"
2730,2018,Dodge,Grand,22988.0,31000.0,Toronto,19,"Toronto, Ontario"
2731,2016,Volkswagen,Tiguan,15594.0,55670.0,Barrie,83,"Barrie, Ontario"
2732,2010,Infiniti,G37,14910.0,83514.0,Vaughan,21,"Vaughan, Ontario"
2733,2016,Chevrolet,Sonic,12995.0,70739.0,Niagara Falls,65,"Niagara Falls, Ontario"
2734,2012,Volkswagen,Jetta,5999.0,206000.0,Mississauga,24,"Mississauga, Ontario"
2735,2009,Saturn,Aura,4600.0,155600.0,Niagara Falls,67,"Niagara Falls, Ontario"
2736,2016,Honda,Civic,16219.0,71766.0,Thornhill,17,"Thornhill, Ontario"
2737,2017,Mazda,CX-5,24998.0,60861.0,Toronto,8,"Toronto, Ontario"
2738,2010,Bentley,Continental,79888.0,59704.0,Toronto,15,"Toronto, Ontario"
2739,2017,Ford,Explorer,29999.0,73886.0,Brampton,30,"Brampton, Ontario"
2740,2019,Honda,CR-V,33995.0,35670.0,Toronto,11,"Toronto, Ontario"
2741,2019,Lexus,GX,56994.0,19812.0,Richmond Hill,29,"Richmond Hill, Ontario"
2742,2020,Kia,Sedona,27199.0,16506.0,Toronto,14,"Toronto, Ontario"
2743,2019,Chrysler,300,25998.0,45469.0,Niagara Falls,68,"Niagara Falls, Ontario"
2744,2018,Honda,Civic,18995.0,49247.0,Toronto,14,"Toronto, Ontario"
2745,2013,Subaru,Impreza,13990.0,67581.0,St. Catharines,53,"St. Catharines, Ontario"
2746,2013,Toyota,Corolla,10800.0,130700.0,Vaughan,20,"Vaughan, Ontario"
2747,2010,Audi,A4,10000.0,173000.0,Scarborough,18,"Scarborough, Ontario"
2748,2020,BMW,X5,77170.0,9843.0,Newmarket,44,"Newmarket, Ontario"
2749,2020,Land,Rover,135995.0,5267.0,London,172,"London, Ontario"
2750,2012,BMW,M6,49910.0,74651.0,Vaughan,21,"Vaughan, Ontario"
2751,2019,Land,Rover,40990.0,44978.0,Woodbridge,20,"Woodbridge, Ontario"
2752,2014,Mitsubishi,Outlander,13995.0,113000.0,Toronto,22,"Toronto, Ontario"
2753,2018,Mazda,Mazda3,16995.0,49760.0,Toronto,14,"Toronto, Ontario"
2754,2019,Dodge,Charger,25888.0,39294.0,Brampton,34,"Brampton, Ontario"
2755,2015,Toyota,RAV4,18888.0,75600.0,Aurora,38,"Aurora, Ontario"
2756,2014,BMW,4-Series,17800.0,118473.0,North York,16,"North York, Ontario"
2758,2020,BMW,Z4,80800.0,10088.0,Hamilton,64,"Hamilton, Ontario"
2759,2017,Kia,Sorento,26885.0,80401.0,Toronto,14,"Toronto, Ontario"
2760,2019,Lexus,NX,39888.0,54953.0,Markham,19,"Markham, Ontario"
2761,2016,Audi,S5,39000.0,80000.0,Richmond Hill,33,"Richmond Hill, Ontario"
2762,2017,Audi,A6,45900.0,19421.0,London,171,"London, Ontario"
2763,2020,Toyota,Corolla,25495.0,19113.0,Toronto,10,"Toronto, Ontario"
2764,2018,Volkswagen,Tiguan,27588.0,59800.0,Unionville,23,"Unionville, Ontario"
2765,2017,Ford,Transit,26998.0,96784.0,Mississauga,30,"Mississauga, Ontario"
2766,2015,Mercedes-Benz,C-Class,26989.0,70777.0,Thornhill,17,"Thornhill, Ontario"
2767,2017,Dodge,Challenger,21000.0,49272.0,Hamilton,53,"Hamilton, Ontario"
2768,2015,Kia,Optima,13995.0,93210.0,Markham,26,"Markham, Ontario"
2769,2012,Ford,Fiesta,6995.0,88787.0,Markham,29,"Markham, Ontario"
2770,2019,Mazda,CX-9,34288.0,23380.0,Mississauga,21,"Mississauga, Ontario"
2771,2017,Maserati,Ghibli,68900.0,22245.0,Oakville,39,"Oakville, Ontario"
2772,2018,Porsche,Cayenne,65910.0,44216.0,Vaughan,21,"Vaughan, Ontario"
2773,2016,Land,Rover,28800.0,40290.0,North York,16,"North York, Ontario"
2774,2013,BMW,5,18888.0,107569.0,Toronto,15,"Toronto, Ontario"
2775,2014,Mercedes-Benz,GLK-Class,17950.0,139800.0,North York,15,"North York, Ontario"
2776,2019,Hyundai,Santa,26495.0,51732.0,Toronto,14,"Toronto, Ontario"
2777,2019,Ford,Escape,25295.0,48230.0,Hamilton,65,"Hamilton, Ontario"
2778,2017,Ford,Edge,21995.0,101936.0,Toronto,14,"Toronto, Ontario"
2779,2018,Volkswagen,Golf,20910.0,44402.0,Mississauga,30,"Mississauga, Ontario"
2780,2017,Nissan,Murano,19888.0,54159.0,Mississauga,17,"Mississauga, Ontario"
2781,2015,Nissan,Rogue,13450.0,121277.0,Guelph,76,"Guelph, Ontario"
2782,2020,BMW,440,68736.0,902.0,Barrie,83,"Barrie, Ontario"
2783,2020,Ram,ProMaster,41995.0,49.0,Hamilton,55,"Hamilton, Ontario"
2784,2020,Buick,Enclave,71427.0,10.0,Toronto,12,"Toronto, Ontario"
2785,2016,Lexus,LS,45910.0,95256.0,Vaughan,21,"Vaughan, Ontario"
2786,2017,Mercedes-Benz,E-Class,53995.0,25059.0,Waterloo,96,"Waterloo, Ontario"
2787,2016,BMW,228i,23500.0,43725.0,Ottawa,357,"Ottawa, Ontario"
2788,2020,Jeep,WRANGLER,43450.0,501.0,Grimsby,52,"Grimsby, Ontario"
2789,2017,Land,Rover,30888.0,40379.0,Toronto,15,"Toronto, Ontario"
2790,2019,Ford,Fusion,22999.0,18600.0,Richmond Hill,25,"Richmond Hill, Ontario"
2791,2020,Hyundai,Elantra,22895.0,23360.0,Mississauga,27,"Mississauga, Ontario"
2792,2017,BMW,X1,22800.0,69052.0,North York,16,"North York, Ontario"
2793,2015,Ram,Promaster,15995.0,91631.0,Hamilton,55,"Hamilton, Ontario"
2794,2019,Honda,Accord,30295.0,17812.0,Markham,25,"Markham, Ontario"
2795,2019,Mercedes-Benz,AMG,71995.0,1900.0,Peterborough,108,"Peterborough, Ontario"
2796,2019,Jeep,Grand,39995.0,28668.0,Milton,43,"Milton, Ontario"
2797,2016,Jaguar,XF,30800.0,62600.0,North York,16,"North York, Ontario"
2798,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
2799,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
2800,2017,GMC,Terrain,22999.0,12710.0,Niagara Falls,64,"Niagara Falls, Ontario"
2801,2015,Acura,TLX,15880.0,101115.0,Kitchener,92,"Kitchener, Ontario"
2802,2016,Volkswagen,Jetta,13250.0,29998.0,Toronto,16,"Toronto, Ontario"
2803,2015,Nissan,Altima,11900.0,123450.0,Burlington,45,"Burlington, Ontario"
2804,2015,Kia,Soul,11500.0,143353.0,Hamilton,57,"Hamilton, Ontario"
2805,2011,Toyota,Venza,9800.0,187000.0,North York,15,"North York, Ontario"
2806,2017,Chevrolet,Corvette,78988.0,8804.0,St George,86,"St George, Ontario"
2807,2019,Nissan,Altima,27500.0,8250.0,Oakville,39,"Oakville, Ontario"
2808,2016,BMW,X5,44800.0,144607.0,North York,16,"North York, Ontario"
2809,2017,Nissan,Pathfinder,25988.0,57588.0,Toronto,12,"Toronto, Ontario"
2810,2016,Mazda,CX-5,24995.0,62769.0,Sault Ste. Marie,503,"Sault Ste. Marie, Ontario"
2811,2016,BMW,X1,28898.0,46783.0,Woodbridge,20,"Woodbridge, Ontario"
2812,2020,Nissan,Rogue,25795.0,15771.0,Mississauga,21,"Mississauga, Ontario"
2813,2015,Dodge,Durango,21595.0,131169.0,Toronto,12,"Toronto, Ontario"
2814,2014,Audi,A4,16595.0,125599.0,Milton,43,"Milton, Ontario"
2815,2015,Hyundai,Sonata,13995.0,98484.0,Etobicoke,18,"Etobicoke, Ontario"
2816,2017,Chevrolet,Cruze,13988.0,75476.0,St. Catharines,54,"St. Catharines, Ontario"
2817,2002,Mazda,Protege,3100.0,79000.0,Toronto,4,"Toronto, Ontario"
2818,2020,Infiniti,QX60,57863.0,11356.0,Innisfil,77,"Innisfil, Ontario"
2819,2015,Jeep,Grand,20995.0,172000.0,Toronto,18,"Toronto, Ontario"
2820,2018,Porsche,Cayenne,65910.0,44216.0,Vaughan,21,"Vaughan, Ontario"
2821,2018,BMW,4-Series,36800.0,81923.0,North York,16,"North York, Ontario"
2822,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
2823,2010,BMW,528,13569.0,116695.0,Ottawa,358,"Ottawa, Ontario"
2824,2017,Buick,Enclave,33998.0,37143.0,Scarborough,19,"Scarborough, Ontario"
2825,2016,Land,Rover,28800.0,40290.0,North York,16,"North York, Ontario"
2826,2019,Hyundai,Santa,26495.0,51732.0,Toronto,14,"Toronto, Ontario"
2827,2018,Mercedes-Benz,B-Class,24798.0,59285.0,Thornhill,17,"Thornhill, Ontario"
2828,2017,Hyundai,Sonata,20900.0,60895.0,Woodbridge,27,"Woodbridge, Ontario"
2829,2015,Hyundai,Elantra,12995.0,88901.0,Niagara Falls,65,"Niagara Falls, Ontario"
2830,2014,Toyota,Matrix,12999.0,129763.0,Fergus,79,"Fergus, Ontario"
2831,2016,Volkswagen,Golf,15900.0,77814.0,Belleville,170,"Belleville, Ontario"
2832,2020,Honda,Civic,30876.0,15.0,Mississauga,30,"Mississauga, Ontario"
2833,2016,Toyota,RAV4,28999.0,72199.0,Waterloo,94,"Waterloo, Ontario"
2834,2016,Mazda,CX-5,24995.0,62769.0,Sault Ste. Marie,503,"Sault Ste. Marie, Ontario"
2835,2015,Toyota,Camry,12650.0,158000.0,Toronto,15,"Toronto, Ontario"
2836,2012,Volkswagen,Touareg,22880.0,59996.0,Toronto,12,"Toronto, Ontario"
2837,2017,Honda,Civic,19998.0,41804.0,Mississauga,30,"Mississauga, Ontario"
2838,2017,Volkswagen,Tiguan,19888.0,148611.0,Toronto,15,"Toronto, Ontario"
2839,2019,Kia,Forte,17758.0,16461.0,Grimsby,52,"Grimsby, Ontario"
2840,2015,Kia,Sportage,13349.0,90938.0,St. Catharines,53,"St. Catharines, Ontario"
2841,2011,Scion,tC,7900.0,192000.0,Richmond Hill,31,"Richmond Hill, Ontario"
2842,2018,Dodge,Charger,27950.0,43221.0,Burlington,48,"Burlington, Ontario"
2843,2019,Mercedes-Benz,A250,39995.0,13512.0,Peterborough,108,"Peterborough, Ontario"
2844,2020,Nissan,Pathfinder,43913.0,1862.0,Vaughan,24,"Vaughan, Ontario"
2845,2018,Hyundai,Santa,26899.0,39150.0,Scarborough,22,"Scarborough, Ontario"
2846,2013,Volkswagen,Golf,14500.0,71492.0,Brampton,30,"Brampton, Ontario"
2847,2019,Volkswagen,Tiguan,36690.0,24241.0,Thornhill,17,"Thornhill, Ontario"
2848,2014,Volvo,XC60,18995.0,131117.0,Toronto,15,"Toronto, Ontario"
2849,2013,BMW,5,18888.0,107569.0,Toronto,15,"Toronto, Ontario"
2850,2013,Volkswagen,Touareg,17899.0,119000.0,Toronto,2,"Toronto, Ontario"
2851,2019,Kia,Forte,16699.0,33694.0,Toronto,14,"Toronto, Ontario"
2852,2016,Dodge,Journey,16488.0,64878.0,Mississauga,30,"Mississauga, Ontario"
2853,2011,BMW,535I,9499.0,172000.0,Kitchener,95,"Kitchener, Ontario"
2854,2018,Mercedes-Benz,GLC,41995.0,53886.0,Oakville,35,"Oakville, Ontario"
2855,2015,Hyundai,Sonata,15494.0,62402.0,London,165,"London, Ontario"
2856,2018,Mercedes-Benz,C-Class,46800.0,60321.0,North York,16,"North York, Ontario"
2857,2018,Cadillac,XT5,31499.0,38890.0,Oakville,35,"Oakville, Ontario"
2858,2012,Ford,F-250,19999.0,187547.0,Toronto,15,"Toronto, Ontario"
2859,2020,Subaru,Ascent,39468.0,8376.0,Richmond Hill,30,"Richmond Hill, Ontario"
2860,2019,Dodge,Grand,25845.0,22.0,Scarborough,14,"Scarborough, Ontario"
2861,2019,Dodge,Grand,24550.0,43311.0,Arthur,95,"Arthur, Ontario"
2862,2015,Kia,Rio,13488.0,31250.0,Grimsby,53,"Grimsby, Ontario"
2863,2012,Nissan,Murano,10500.0,181954.0,Burlington,46,"Burlington, Ontario"
2864,2014,Kia,Forte,9950.0,132668.0,Georgetown,41,"Georgetown, Ontario"
2865,2012,Toyota,Yaris,6995.0,155000.0,Toronto,3,"Toronto, Ontario"
2866,2019,Audi,A5,40395.0,12527.0,Mississauga,21,"Mississauga, Ontario"
2867,2017,Dodge,Grand,13288.0,153047.0,Toronto,19,"Toronto, Ontario"
2868,2017,Mercedes-Benz,SL-Class,67995.0,53252.0,Oakville,35,"Oakville, Ontario"
2869,2019,Acura,MDX,46495.0,8500.0,Markham,25,"Markham, Ontario"
2870,2018,Subaru,WRX,27185.0,85000.0,Thornhill,17,"Thornhill, Ontario"
2872,2019,Hyundai,Santa,27995.0,22818.0,Etobicoke,18,"Etobicoke, Ontario"
2873,2016,Mercedes-Benz,CLA-Class,27995.0,54000.0,Oakville,35,"Oakville, Ontario"
2874,2015,Buick,Enclave,24774.0,71419.0,Thornhill,18,"Thornhill, Ontario"
2875,2016,BMW,3,21998.0,93770.0,Bolton,37,"Bolton, Ontario"
2876,2016,Ford,Focus,13949.0,73617.0,Guelph,67,"Guelph, Ontario"
2877,2014,Acura,ILX,13500.0,131264.0,Niagara Falls,65,"Niagara Falls, Ontario"
2878,2018,Kia,Sportage,16260.0,101967.0,Barrie,80,"Barrie, Ontario"
2879,2019,Volvo,V90,53980.0,9768.0,Kingston,235,"Kingston, Ontario"
2880,2019,Nissan,Rogue,25880.0,19629.0,Toronto,14,"Toronto, Ontario"
2881,2020,Kia,Sportage,24900.0,8298.0,Toronto,14,"Toronto, Ontario"
2882,2016,Land,Rover,41995.0,76246.0,Mississauga,20,"Mississauga, Ontario"
2883,2017,Hyundai,Santa,16989.0,92365.0,Bolton,37,"Bolton, Ontario"
2884,2016,BMW,X3,21950.0,127858.0,Georgetown,41,"Georgetown, Ontario"
2885,2014,Lexus,RX,21880.0,141463.0,Kitchener,92,"Kitchener, Ontario"
2886,2016,Acura,TLX,19995.0,101298.0,Toronto,15,"Toronto, Ontario"
2887,2019,Volkswagen,Jetta,17250.0,46407.0,Toronto,16,"Toronto, Ontario"
2888,2015,Volkswagen,Passat,13900.0,69970.0,Toronto,15,"Toronto, Ontario"
2889,2014,Mazda,CX-5,11988.0,172140.0,Toronto,15,"Toronto, Ontario"
2890,2014,Chevrolet,Cruze,7500.0,114291.0,Fergus,79,"Fergus, Ontario"
2891,2018,Mitsubishi,RVR,16988.0,44554.0,Mississauga,28,"Mississauga, Ontario"
2892,2017,BMW,X5,37460.0,78872.0,Oakville,40,"Oakville, Ontario"
2893,2020,Kia,Sorento,30677.0,15042.0,St. Catharines,53,"St. Catharines, Ontario"
2894,2015,Dodge,Grand,13999.0,93147.0,Toronto,9,"Toronto, Ontario"
2895,2020,Toyota,GR,67465.0,137.0,Toronto,10,"Toronto, Ontario"
2896,2020,Mazda,Mazda3,28520.0,2122.0,Scarborough,21,"Scarborough, Ontario"
2897,2020,Kia,Forte,16990.0,23128.0,Mississauga,20,"Mississauga, Ontario"
2898,2017,Toyota,RAV4,15995.0,145124.0,North York,15,"North York, Ontario"
2899,2013,Volkswagen,Passat,15888.0,66481.0,Toronto,15,"Toronto, Ontario"
2900,2017,Kia,Sportage,14450.0,147675.0,Oakville,38,"Oakville, Ontario"
2901,2008,Jeep,Patriot,6500.0,99500.0,Hamilton,54,"Hamilton, Ontario"
2902,2019,Volkswagen,Golf,17985.0,31544.0,Mississauga,21,"Mississauga, Ontario"
2903,2012,Mercedes-Benz,S-Class,23995.0,146000.0,Toronto,18,"Toronto, Ontario"
2904,2018,Volvo,V90,47100.0,17000.0,Toronto,2,"Toronto, Ontario"
2905,2017,BMW,X6,41998.0,64785.0,Mississauga,20,"Mississauga, Ontario"
2906,2018,Chrysler,300,30995.0,19441.0,Brampton,35,"Brampton, Ontario"
2907,2014,Mercedes-Benz,GLK-Class,17950.0,139800.0,North York,15,"North York, Ontario"
2908,2018,Mitsubishi,Eclipse,29395.0,16200.0,Ajax,35,"Ajax, Ontario"
2909,2016,Lincoln,MKX,28999.0,49000.0,North York,16,"North York, Ontario"
2910,2001,Honda,S2000,24000.0,123500.0,Richmond Hill,31,"Richmond Hill, Ontario"
